asin,units_30d,CES,Ensemble,LSTM,LightGBM,MA7,NGBoost,NHITS,PatchTST,SeasonalNaive,XGBoost
B0BW1CN9PP,2,0.8562018182128663,8.12875518211414,8.972123139999999,26.846147002786886,0.0,7.812996410303103,2.930350314,4.17411375,0.0,5.309353843331336
B0BYTCLTYK,90,50.17781235091388,55.26006685892597,50.5354387,59.61691907738938,55.7142857142857,59.86067463349489,59.591300700000005,64.4369896,56.0,42.601333022117615
B0BYTD1J5W,69,57.44988974696025,57.9787698505686,36.41369163,81.64952206614623,81.42857142857143,81.49634283301236,45.1265426,59.784163,86.0,43.93123733997345
B0BYTD28MS,48,39.705326810479164,42.31047212031321,24.71431201,56.86060447521288,38.57142857142858,56.95812799633121,35.8745872,41.72991576,38.0,40.3304306268692
B0C2X1HSWQ,11,3.12036866263952,10.51364674480529,18.00244899,29.18632351739155,4.285714285714284,8.393069505523119,0.8738812204999999,7.018242391999999,5.0,7.001192852854728
B0C34H6HD7,139,309.5405997186899,345.82428769809303,233.9806959,522.613912917417,334.2857142857143,408.3302915947825,315.3189404,134.2880252,321.0,496.6975498199463
B0C4V8HZ1C,43,20.529698997735977,21.198350238486633,31.3109077,32.680620109440234,25.71428571428571,28.116299195478543,1.6047026952,24.70538672,27.0,9.440836593508719
B0C4V9HFJV,19,14.835380263626575,17.80847671865514,11.724587786,33.594917474395565,34.285714285714285,28.46977345251029,16.01620867,9.80482841,36.0,10.2136410176754
B0C5Z2P75V,2,15.792410506866872,19.001958870667753,4.5277291129999995,32.79721854878479,8.571428571428571,28.368381440497572,12.19986053,29.0678137,8.0,10.260298267006874
B0C6C3BK1V,24,12.36119017004967,11.055716926542658,18.17972422,27.62878455086641,4.285714285714284,7.3494929613403865,1.519630562,4.0094267329,4.0,6.3417693823575965
B0C7LQ3RYQ,23,26.645974500104785,39.880866071941554,10.83143062,57.07673559841865,34.285714285714285,57.54113856339074,39.51276823,48.430618599999995,34.0,39.12739622592926
B0C7LQ98R1,29,25.689467506483197,34.60157352760928,16.26999956,53.98830840682551,38.57142857142858,55.60333813374655,21.38315949,33.0029077,40.0,36.273833990097046
B0C7LQB5KV,60,45.27439811825752,54.114930273709945,50.67479079,58.22181080313177,38.57142857142858,58.56545531353478,51.5021085,73.4793954,38.0,41.08655321598053
B0C7LQCSJ3,12,8.800240829586983,13.993981675771275,16.70516704,29.563670676007725,12.857142857142854,27.380710496720617,0.1934353125,7.540620789,13.0,7.774026617407798
B0C7LQDZ4J,38,13.912701040506363,22.47727136038345,30.5714756,32.83442723398291,21.42857142857143,27.88937553677291,30.51771045,11.950749395,22.0,9.664460301399231
B0C7LQHFS6,10,14.70476784184575,18.106982311134693,13.05003866,30.55278259611081,12.857142857142854,27.792984593874813,12.47192251,20.06818911,12.0,8.108190909028053
B0C7LQMDW4,29,14.577216513454914,27.90234035099104,29.51864496,35.053961317330334,34.285714285714285,28.720351935455316,30.62820016,21.844440210000002,36.0,34.973567485809326
B0C7LQRQ2Y,14,3.4751415066421023,7.835572953078045,9.46766608,26.904176642683705,0.0,7.025956892900364,0.1025802792,2.117921082,0.0,5.755568176507949
B0C7LR3B8X,12,4.449542348273098,8.728703620123188,8.670278964,27.71668061027166,4.285714285714284,7.38254056953528,0.6542119404,5.95654766,4.0,6.27112329006195
B0C7LR52SX,3,1.6061123572289937,7.54799118499526,9.50328455,26.710168632300416,0.0,7.292694947677939,0.30336177318,1.727791435,0.0,5.692524582147597
B0C7LR9LG6,35,40.68550170958042,57.02122714696127,46.73144625,57.093287928311256,34.285714285714285,57.294852914450196,85.5736467,71.6588096,33.0,40.11104476451874
B0C7LRB8HS,30,14.044542457908392,14.054857814104647,24.907177830000002,29.391044382100617,17.142857142857142,8.439279781226041,1.3982980176,12.931493,18.0,7.272169202566146
B0C7LRZ627,39,15.971961289644241,22.246840443560693,17.55126014,33.89260066861614,17.142857142857142,28.654946869907217,17.77171356,22.03324895,17.0,19.85215164721012
B0C7LS352Q,15,3.859642265364527,10.665222102007055,16.76681223,29.49082516884445,0.0,8.661406943722662,2.175596778,6.17892897,0.0,7.523342475295066
B0C7LS8GRR,18,21.996755744796246,27.03426058183338,12.809559131,35.70284345011328,21.42857142857143,31.27901485356728,16.07656033,35.4686957,20.0,35.906394839286804
B0C7LS8W3V,165,157.43351557850838,175.59264545800355,120.98606529999999,204.59314501094343,132.85714285714286,179.3029768201406,175.09174579999998,194.5696786,134.0,197.17139196395874
B0C7LSGV7L,17,10.232059657922946,20.93485498922388,9.441763179,33.11249140038022,30.0,28.165999043108574,29.03145517,18.02080474,33.0,18.5394117385149
B0C7LSHR5Z,15,2.0117902755737296,9.947064296200457,14.10830248,28.854506626309995,12.857142857142854,8.514882659892287,4.0796714210000005,5.1456219636,14.0,6.914674669504165
B0C7LSJ8TY,266,216.88647443056107,163.53901265644916,205.4685193,147.67579126956912,132.85714285714286,151.10213549419615,138.6825993,155.893481,137.0,129.06408786773682
B0CGY1MCPL,66,4.990276187658309,20.777714785293114,47.71529122,34.868096046676484,25.71428571428571,28.262599732932788,4.25019335,14.3368556755,27.0,11.020691260695457
B0CGY5B4LH,4,4.315788863925262,14.129616963615069,7.79495676,28.371605524603808,4.285714285714284,26.54310920460814,10.08519915,15.0447253,4.0,6.751933932304381
B0CGY634NR,8,4.408081849105655,9.660118046342347,14.72511374,27.528915941769103,4.285714285714284,7.38254056953528,2.4215716058,4.9010319755,4.0,6.25357063114643
B0CGY63CG4,5,2.7979580685496326,12.151610323089335,27.22446953,27.561774113367782,0.0,7.565277379746272,2.9834699728,10.650922155,0.0,6.277401015162467
B0CGYSJSNN,3,1.6054492642870166,9.924648180049946,17.29155532,27.25345713813408,4.285714285714284,8.10427072332693,2.745162955,6.576397415000001,5.0,5.896244585514068
B0D1H6G7RM,92,64.58259573951364,74.52428863577676,62.36141576,85.33111650521556,77.14285714285717,93.40431929407943,52.0343318,104.2727279,78.0,59.68351352214813
B0DBLQGGWV,2,67.59334033727646,16.37241860811593,3.166220253,27.73329824985127,4.285714285714284,8.477916755395258,0.0644229066,1.43041706,4.0,6.141314700245856
B0DBZFRNDL,3,12.198935069143772,14.709076712990875,30.32717221,27.63714999557102,4.285714285714284,8.627318158497294,1.769318103,16.154967877,4.0,6.248675599694251
B0DGX1DJ15,50,28.706501645501703,45.98079560105979,44.525504240000004,57.0537490116287,42.85714285714286,57.134316806017786,52.1146172,43.54931486,43.0,38.78156518936157
B0DP7P3T6D,0,12.000694021582603,7.603693293994065,0.63717447762,26.858179343069622,0.0,7.775988922698047,0.31119683318,0.3544182068,0.0,5.288201257586478
